5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
10/12/2016 15:30,336,1,100
10/12/2016 15:45,364,1,100
10/12/2016 16:0,364,1,100
10/12/2016 16:15,336,1,100
10/12/2016 16:30,460,1,100
10/12/2016 16:45,364,1,100
10/12/2016 17:0,376,1,100
10/12/2016 17:15,372,1,100
10/12/2016 17:30,500,1,100
10/12/2016 17:45,528,1,100
10/12/2016 18:0,496,1,100
10/12/2016 18:15,580,1,100
10/12/2016 18:30,564,1,100
10/12/2016 18:45,492,1,100
10/12/2016 19:0,412,1,100
10/12/2016 19:15,508,1,100
10/12/2016 19:30,596,1,100
10/12/2016 19:45,420,1,100
10/12/2016 20:0,504,1,100
10/12/2016 20:15,536,1,100
10/12/2016 20:30,592,1,100
10/12/2016 20:45,512,1,100
10/12/2016 21:0,608,1,100
10/12/2016 21:15,524,1,100
10/12/2016 21:30,524,1,100
10/12/2016 21:45,428,1,100
10/12/2016 22:0,428,1,100
10/12/2016 22:15,472,1,100
10/12/2016 22:30,496,1,100
10/12/2016 22:45,344,1,100
10/12/2016 23:0,304,1,100
10/12/2016 23:15,244,1,100
10/12/2016 23:30,164,1,100
10/12/2016 23:45,220,1,100
11/12/2016 0:0,144,1,100
11/12/2016 0:15,236,1,100
11/12/2016 0:30,216,1,100
11/12/2016 0:45,188,1,100
11/12/2016 1:0,280,1,100
11/12/2016 1:15,168,1,100
11/12/2016 1:30,84,1,100
11/12/2016 1:45,116,1,100
11/12/2016 2:0,112,1,100
11/12/2016 2:15,108,1,100
11/12/2016 2:30,72,1,100
11/12/2016 2:45,104,1,100
11/12/2016 3:0,92,1,100
11/12/2016 3:15,92,1,100
11/12/2016 3:30,88,1,100
11/12/2016 3:45,44,1,100
11/12/2016 4:0,80,1,100
11/12/2016 4:15,68,1,100
11/12/2016 4:30,92,1,100
11/12/2016 4:45,72,1,100
11/12/2016 5:0,120,1,100
11/12/2016 5:15,52,1,100
11/12/2016 5:30,128,1,100
11/12/2016 5:45,76,1,100
11/12/2016 6:0,60,1,100
11/12/2016 6:15,88,1,100
11/12/2016 6:30,44,1,100
11/12/2016 6:45,100,1,100
11/12/2016 7:0,68,1,100
11/12/2016 7:15,128,1,100
11/12/2016 7:30,144,1,100
11/12/2016 7:45,160,1,100
11/12/2016 8:0,160,1,100
11/12/2016 8:15,104,1,100
11/12/2016 8:30,104,1,100
11/12/2016 8:45,84,1,100
11/12/2016 9:0,144,1,100
11/12/2016 9:15,140,1,100
11/12/2016 9:30,124,1,100
11/12/2016 9:45,144,1,100
11/12/2016 10:0,152,1,100
11/12/2016 10:15,188,1,100
11/12/2016 10:30,228,1,100
11/12/2016 10:45,244,1,100
11/12/2016 11:0,244,1,100
11/12/2016 11:15,316,1,100
11/12/2016 11:30,276,1,100
11/12/2016 11:45,356,1,100
11/12/2016 12:0,412,1,100
11/12/2016 12:15,316,1,100
11/12/2016 12:30,312,1,100
11/12/2016 12:45,360,1,100
11/12/2016 13:0,372,1,100
11/12/2016 13:15,536,1,100
11/12/2016 13:30,376,1,100
11/12/2016 13:45,352,1,100
11/12/2016 14:0,356,1,100
11/12/2016 14:15,328,1,100
11/12/2016 14:30,352,1,100
11/12/2016 14:45,300,1,100
11/12/2016 15:0,248,1,100
11/12/2016 15:15,240,1,100
11/12/2016 15:30,216,1,100
11/12/2016 15:45,272,1,100
11/12/2016 16:0,272,1,100
11/12/2016 16:15,268,1,100
11/12/2016 16:30,320,1,100
11/12/2016 16:45,280,1,100
11/12/2016 17:0,340,1,100
11/12/2016 17:15,312,1,100
11/12/2016 17:30,264,1,100
11/12/2016 17:45,376,1,100
11/12/2016 18:0,440,1,100
11/12/2016 18:15,456,1,100
11/12/2016 18:30,496,1,100
11/12/2016 18:45,468,1,100
11/12/2016 19:0,476,1,100
11/12/2016 19:15,360,1,100
11/12/2016 19:30,376,1,100
11/12/2016 19:45,408,1,100
11/12/2016 20:0,448,1,100
11/12/2016 20:15,416,1,100
11/12/2016 20:30,356,1,100
11/12/2016 20:45,280,1,100
11/12/2016 21:0,312,1,100
11/12/2016 21:15,240,1,100
11/12/2016 21:30,300,1,100
11/12/2016 21:45,248,1,100
11/12/2016 22:0,268,1,100
11/12/2016 22:15,220,1,100
11/12/2016 22:30,252,1,100
11/12/2016 22:45,172,1,100
11/12/2016 23:0,192,1,100
11/12/2016 23:15,140,1,100
11/12/2016 23:30,116,1,100
11/12/2016 23:45,108,1,100
12/12/2016 0:0,96,1,100
12/12/2016 0:15,88,1,100
12/12/2016 0:30,96,1,100
12/12/2016 0:45,76,1,100
12/12/2016 1:0,80,1,100
12/12/2016 1:15,40,1,100
12/12/2016 1:30,24,1,100
12/12/2016 1:45,12,1,100
12/12/2016 2:0,52,1,100
12/12/2016 2:15,68,1,100
12/12/2016 2:30,24,1,100
12/12/2016 2:45,16,1,100
12/12/2016 3:0,20,1,100
12/12/2016 3:15,16,1,100
12/12/2016 3:30,104,1,100
12/12/2016 3:45,110,1,100
12/12/2016 4:0,28,1,100
12/12/2016 4:15,12,1,100
12/12/2016 4:30,24,1,100
12/12/2016 4:45,44,1,100
12/12/2016 5:0,52,1,100
12/12/2016 5:15,28,1,100
12/12/2016 5:30,32,1,100
12/12/2016 5:45,148,1,100
12/12/2016 6:0,80,1,100
12/12/2016 6:15,88,1,100
12/12/2016 6:30,80,1,100
12/12/2016 6:45,188,1,100
12/12/2016 7:0,260,1,100
12/12/2016 7:15,264,1,100
12/12/2016 7:30,308,1,100
12/12/2016 7:45,332,1,100
12/12/2016 8:0,284,1,100
12/12/2016 8:15,292,1,100
12/12/2016 8:30,428,1,100
12/12/2016 8:45,396,1,100
12/12/2016 9:0,308,1,100
12/12/2016 9:15,328,1,100
12/12/2016 9:30,256,1,100
12/12/2016 9:45,468,1,100
12/12/2016 10:0,404,1,100
12/12/2016 10:15,320,1,100
12/12/2016 10:30,468,1,100
12/12/2016 10:45,448,1,100
12/12/2016 11:0,272,1,100
12/12/2016 11:15,416,1,100
12/12/2016 11:30,536,1,100
12/12/2016 11:45,316,1,100
12/12/2016 12:0,268,1,100
12/12/2016 12:15,384,1,100
12/12/2016 12:30,544,1,100
12/12/2016 12:45,424,1,100
12/12/2016 13:0,356,1,100
12/12/2016 13:15,420,1,100
12/12/2016 13:30,516,1,100
12/12/2016 13:45,444,1,100
12/12/2016 14:0,468,1,100
12/12/2016 14:15,352,1,100
12/12/2016 14:30,372,1,100
12/12/2016 14:45,232,1,100
12/12/2016 15:0,216,1,100
12/12/2016 15:15,352,1,100
12/12/2016 15:30,320,1,100
12/12/2016 15:45,416,1,100
12/12/2016 16:0,436,1,100
12/12/2016 16:15,356,1,100
12/12/2016 16:30,448,1,100
12/12/2016 16:45,492,1,100
12/12/2016 17:0,548,1,100
12/12/2016 17:15,384,1,100
12/12/2016 17:30,288,1,100
12/12/2016 17:45,328,1,100
12/12/2016 18:0,468,1,100
12/12/2016 18:15,384,1,100
12/12/2016 18:30,312,1,100
12/12/2016 18:45,368,1,100
12/12/2016 19:0,476,1,100
12/12/2016 19:15,432,1,100
12/12/2016 19:30,220,1,100
12/12/2016 19:45,268,1,100
12/12/2016 20:0,320,1,100
12/12/2016 20:15,440,1,100
12/12/2016 20:30,336,1,100
12/12/2016 20:45,360,1,100
12/12/2016 21:0,324,1,100
12/12/2016 21:15,408,1,100
12/12/2016 21:30,364,1,100
12/12/2016 21:45,432,1,100
12/12/2016 22:0,384,1,100
12/12/2016 22:15,548,1,100
12/12/2016 22:30,276,1,100
12/12/2016 22:45,204,1,100
12/12/2016 23:0,160,1,100
12/12/2016 23:15,120,1,100
12/12/2016 23:30,84,1,100
12/12/2016 23:45,92,1,100
13/12/2016 0:0,88,1,100
13/12/2016 0:15,60,1,100
13/12/2016 0:30,84,1,100
13/12/2016 0:45,48,1,100
13/12/2016 1:0,72,1,100
13/12/2016 1:15,28,1,100
13/12/2016 1:30,76,1,100
13/12/2016 1:45,16,1,100
13/12/2016 2:0,36,1,100
13/12/2016 2:15,12,1,100
13/12/2016 2:30,20,1,100
13/12/2016 2:45,72,1,100
13/12/2016 3:0,12,1,100
13/12/2016 3:15,32,1,100
13/12/2016 3:30,20,1,100
13/12/2016 3:45,20,1,100
13/12/2016 4:0,32,1,100
13/12/2016 4:15,4,1,100
13/12/2016 4:30,24,1,100
13/12/2016 4:45,12,1,100
13/12/2016 5:0,36,1,100
13/12/2016 5:15,36,1,100
13/12/2016 5:30,44,1,100
13/12/2016 5:45,128,1,100
13/12/2016 6:0,120,1,100
13/12/2016 6:15,176,1,100
13/12/2016 6:30,108,1,100
13/12/2016 6:45,156,1,100
13/12/2016 7:0,276,1,100
13/12/2016 7:15,228,1,100
13/12/2016 7:30,392,1,100
13/12/2016 7:45,484,1,100
13/12/2016 8:0,328,1,100
13/12/2016 8:15,328,1,100
13/12/2016 8:30,156,1,100
13/12/2016 8:45,412,1,100
13/12/2016 9:0,324,1,100
13/12/2016 9:15,276,1,100
13/12/2016 9:30,304,1,100
13/12/2016 9:45,276,1,100
13/12/2016 10:0,360,1,100
13/12/2016 10:15,432,1,100
13/12/2016 10:30,464,1,100
13/12/2016 10:45,456,1,100
13/12/2016 11:0,396,1,100
13/12/2016 11:15,444,1,100
13/12/2016 11:30,372,1,100
13/12/2016 11:45,344,1,100
13/12/2016 12:0,432,1,100
13/12/2016 12:15,524,1,100
13/12/2016 12:30,428,1,100
13/12/2016 12:45,388,1,100
13/12/2016 13:0,280,1,100
13/12/2016 13:15,508,1,100
13/12/2016 13:30,568,1,100
13/12/2016 13:45,468,1,100
13/12/2016 14:0,384,1,100
13/12/2016 14:15,452,1,100
13/12/2016 14:30,332,1,100
13/12/2016 14:45,448,1,100
13/12/2016 15:0,456,1,100
13/12/2016 15:15,416,1,100
13/12/2016 15:30,536,1,100
13/12/2016 15:45,640,1,100
13/12/2016 16:0,436,1,100
13/12/2016 16:15,268,1,100
13/12/2016 16:30,424,1,100
13/12/2016 16:45,392,1,100
13/12/2016 17:0,348,1,100
13/12/2016 17:15,420,1,100
13/12/2016 17:30,360,1,100
13/12/2016 17:45,316,1,100
13/12/2016 18:0,348,1,100
13/12/2016 18:15,524,1,100
13/12/2016 18:30,348,1,100
13/12/2016 18:45,400,1,100
13/12/2016 19:0,360,1,100
13/12/2016 19:15,460,1,100
13/12/2016 19:30,516,1,100
13/12/2016 19:45,316,1,100
13/12/2016 20:0,368,1,100
13/12/2016 20:15,384,1,100
13/12/2016 20:30,432,1,100
13/12/2016 20:45,456,1,100
13/12/2016 21:0,560,1,100
13/12/2016 21:15,368,1,100
13/12/2016 21:30,388,1,100
13/12/2016 21:45,380,1,100
13/12/2016 22:0,420,1,100
13/12/2016 22:15,504,1,100
13/12/2016 22:30,340,1,100
13/12/2016 22:45,212,1,100
13/12/2016 23:0,180,1,100
13/12/2016 23:15,156,1,100
13/12/2016 23:30,92,1,100
13/12/2016 23:45,96,1,100
14/12/2016 0:0,76,1,100
14/12/2016 0:15,60,1,100
14/12/2016 0:30,52,1,100
14/12/2016 0:45,36,1,100
14/12/2016 1:0,56,1,100
14/12/2016 1:15,32,1,100
14/12/2016 1:30,24,1,100
14/12/2016 1:45,32,1,100
14/12/2016 2:0,28,1,100
14/12/2016 2:15,76,1,100
14/12/2016 2:30,32,1,100
14/12/2016 2:45,12,1,100
14/12/2016 3:0,90,1,100
14/12/2016 3:15,40,1,100
14/12/2016 3:30,12,1,100
14/12/2016 3:45,12,1,100
14/12/2016 4:0,8,1,100
14/12/2016 4:15,8,1,100
14/12/2016 4:30,4,1,100
14/12/2016 4:45,44,1,100
14/12/2016 5:0,20,1,100
14/12/2016 5:15,44,1,100
14/12/2016 5:30,64,1,100
14/12/2016 5:45,108,1,100
14/12/2016 6:0,76,1,100
14/12/2016 6:15,152,1,100
14/12/2016 6:30,112,1,100
14/12/2016 6:45,192,1,100
14/12/2016 7:0,268,1,100
14/12/2016 7:15,244,1,100
14/12/2016 7:30,384,1,100
14/12/2016 7:45,404,1,100
14/12/2016 8:0,356,1,100
14/12/2016 8:15,356,1,100
14/12/2016 8:30,412,1,100
14/12/2016 8:45,348,1,100
14/12/2016 9:0,448,1,100
14/12/2016 9:15,544,1,100
14/12/2016 9:30,464,1,100
14/12/2016 9:45,444,1,100
14/12/2016 10:0,372,1,100
14/12/2016 10:15,532,1,100
14/12/2016 10:30,324,1,100
14/12/2016 10:45,560,1,100
14/12/2016 11:0,376,1,100
14/12/2016 11:15,368,1,100
14/12/2016 11:30,416,1,100
14/12/2016 11:45,488,1,100
14/12/2016 12:0,396,1,100
14/12/2016 12:15,516,1,100
14/12/2016 12:30,392,1,100
14/12/2016 12:45,328,1,100
14/12/2016 13:0,456,1,100
14/12/2016 13:15,560,1,100
14/12/2016 13:30,372,1,100
14/12/2016 13:45,368,1,100
14/12/2016 14:0,416,1,100
14/12/2016 14:15,464,1,100
14/12/2016 14:30,328,1,100
14/12/2016 14:45,336,1,100
14/12/2016 15:0,380,1,100
14/12/2016 15:15,472,1,100
14/12/2016 15:30,324,1,100
14/12/2016 15:45,432,1,100
14/12/2016 16:0,352,1,100
14/12/2016 16:15,432,1,100
14/12/2016 16:30,396,1,100
14/12/2016 16:45,476,1,100
14/12/2016 17:0,492,1,100
14/12/2016 17:15,520,1,100
14/12/2016 17:30,392,1,100
14/12/2016 17:45,380,1,100
14/12/2016 18:0,564,1,100
14/12/2016 18:15,348,1,100
14/12/2016 18:30,280,1,100
14/12/2016 18:45,372,1,100
14/12/2016 19:0,424,1,100
14/12/2016 19:15,332,1,100
14/12/2016 19:30,392,1,100
14/12/2016 19:45,512,1,100
14/12/2016 20:0,344,1,100
14/12/2016 20:15,404,1,100
14/12/2016 20:30,480,1,100
14/12/2016 20:45,416,1,100
14/12/2016 21:0,356,1,100
14/12/2016 21:15,404,1,100
14/12/2016 21:30,392,1,100
14/12/2016 21:45,388,1,100
14/12/2016 22:0,444,1,100
14/12/2016 22:15,512,1,100
14/12/2016 22:30,452,1,100
14/12/2016 22:45,252,1,100
14/12/2016 23:0,168,1,100
14/12/2016 23:15,216,1,100
14/12/2016 23:30,96,1,100
14/12/2016 23:45,168,1,100
15/12/2016 0:0,132,1,100
15/12/2016 0:15,132,1,100
15/12/2016 0:30,136,1,100
15/12/2016 0:45,116,1,100
15/12/2016 1:0,68,1,100
15/12/2016 1:15,76,1,100
15/12/2016 1:30,28,1,100
15/12/2016 1:45,20,1,100
15/12/2016 2:0,24,1,100
15/12/2016 2:15,12,1,100
15/12/2016 2:30,12,1,100
15/12/2016 2:45,12,1,100
15/12/2016 3:0,90,1,100
15/12/2016 3:15,12,1,100
15/12/2016 3:30,20,1,100
15/12/2016 3:45,68,1,100
15/12/2016 4:0,40,1,100
15/12/2016 4:15,8,1,100
15/12/2016 4:30,20,1,100
15/12/2016 4:45,40,1,100
15/12/2016 5:0,48,1,100
15/12/2016 5:15,60,1,100
15/12/2016 5:30,72,1,100
15/12/2016 5:45,100,1,100
15/12/2016 6:0,128,1,100
15/12/2016 6:15,176,1,100
15/12/2016 6:30,84,1,100
15/12/2016 6:45,168,1,100
15/12/2016 7:0,268,1,100
15/12/2016 7:15,276,1,100
15/12/2016 7:30,296,1,100
15/12/2016 7:45,340,1,100
15/12/2016 8:0,356,1,100
15/12/2016 8:15,368,1,100
15/12/2016 8:30,292,1,100
15/12/2016 8:45,440,1,100
15/12/2016 9:0,408,1,100
15/12/2016 9:15,332,1,100
15/12/2016 9:30,384,1,100
15/12/2016 9:45,396,1,100
15/12/2016 10:0,432,1,100
15/12/2016 10:15,468,1,100
15/12/2016 10:30,324,1,100
15/12/2016 10:45,372,1,100
15/12/2016 11:0,404,1,100
15/12/2016 11:15,476,1,100
15/12/2016 11:30,480,1,100
15/12/2016 11:45,420,1,100
15/12/2016 12:0,420,1,100
15/12/2016 12:15,316,1,100
15/12/2016 12:30,424,1,100
15/12/2016 12:45,356,1,100
15/12/2016 13:0,396,1,100
15/12/2016 13:15,416,1,100
15/12/2016 13:30,384,1,100
15/12/2016 13:45,344,1,100
15/12/2016 14:0,436,1,100
15/12/2016 14:15,668,1,100
15/12/2016 14:30,352,1,100
15/12/2016 14:45,308,1,100
15/12/2016 15:0,356,1,100
15/12/2016 15:15,404,1,100
15/12/2016 15:30,440,1,100
15/12/2016 15:45,512,1,100
15/12/2016 16:0,428,1,100
15/12/2016 16:15,356,1,100
15/12/2016 16:30,420,1,100
15/12/2016 16:45,468,1,100
15/12/2016 17:0,420,1,100
15/12/2016 17:15,408,1,100
15/12/2016 17:30,352,1,100
15/12/2016 17:45,504,1,100
15/12/2016 18:0,396,1,100
15/12/2016 18:15,376,1,100
15/12/2016 18:30,228,1,100
15/12/2016 18:45,368,1,100
15/12/2016 19:0,356,1,100
15/12/2016 19:15,468,1,100
15/12/2016 19:30,436,1,100
15/12/2016 19:45,596,1,100
15/12/2016 20:0,540,1,100
15/12/2016 20:15,516,1,100
15/12/2016 20:30,572,1,100
15/12/2016 20:45,384,1,100
15/12/2016 21:0,356,1,100
15/12/2016 21:15,468,1,100
15/12/2016 21:30,308,1,100
15/12/2016 21:45,368,1,100
15/12/2016 22:0,436,1,100
15/12/2016 22:15,520,1,100
15/12/2016 22:30,400,1,100
15/12/2016 22:45,180,1,100
15/12/2016 23:0,232,1,100
15/12/2016 23:15,224,1,100
15/12/2016 23:30,128,1,100
15/12/2016 23:45,44,1,100
16/12/2016 0:0,92,1,100
16/12/2016 0:15,92,1,100
16/12/2016 0:30,92,1,100
16/12/2016 0:45,52,1,100
16/12/2016 1:0,132,1,100
16/12/2016 1:15,32,1,100
16/12/2016 1:30,84,1,100
16/12/2016 1:45,28,1,100
16/12/2016 2:0,52,1,100
16/12/2016 2:15,24,1,100
16/12/2016 2:30,32,1,100
16/12/2016 2:45,40,1,100
16/12/2016 3:0,32,1,100
16/12/2016 3:15,28,1,100
16/12/2016 3:30,12,1,100
16/12/2016 3:45,20,1,100
16/12/2016 4:0,40,1,100
16/12/2016 4:15,16,1,100
16/12/2016 4:30,24,1,100
16/12/2016 4:45,24,1,100
16/12/2016 5:0,56,1,100
16/12/2016 5:15,28,1,100
16/12/2016 5:30,60,1,100
16/12/2016 5:45,120,1,100
16/12/2016 6:0,120,1,100
16/12/2016 6:15,132,1,100
16/12/2016 6:30,100,1,100
16/12/2016 6:45,216,1,100
16/12/2016 7:0,252,1,100
16/12/2016 7:15,264,1,100
16/12/2016 7:30,400,1,100
16/12/2016 7:45,428,1,100
16/12/2016 8:0,388,1,100
16/12/2016 8:15,396,1,100
16/12/2016 8:30,352,1,100
16/12/2016 8:45,296,1,100
16/12/2016 9:0,316,1,100
16/12/2016 9:15,300,1,100
16/12/2016 9:30,360,1,100
16/12/2016 9:45,344,1,100
16/12/2016 10:0,384,1,100
16/12/2016 10:15,520,1,100
16/12/2016 10:30,396,1,100
16/12/2016 10:45,376,1,100
16/12/2016 11:0,296,1,100
16/12/2016 11:15,392,1,100
16/12/2016 11:30,588,1,100
16/12/2016 11:45,320,1,100
16/12/2016 12:0,240,1,100
16/12/2016 12:15,292,1,100
16/12/2016 12:30,340,1,100
16/12/2016 12:45,340,1,100
16/12/2016 13:0,340,1,100
16/12/2016 13:15,404,1,100
16/12/2016 13:30,448,1,100
16/12/2016 13:45,504,1,100
16/12/2016 14:0,428,1,100
16/12/2016 14:15,180,1,100
16/12/2016 14:30,380,1,100
16/12/2016 14:45,336,1,100
16/12/2016 15:0,448,1,100
16/12/2016 15:15,412,1,100
16/12/2016 15:30,288,1,100
16/12/2016 15:45,368,1,100
16/12/2016 16:0,440,1,100
16/12/2016 16:15,408,1,100
16/12/2016 16:30,540,1,100
16/12/2016 16:45,416,1,100
16/12/2016 17:0,600,1,100
16/12/2016 17:15,540,1,100
16/12/2016 17:30,324,1,100
16/12/2016 17:45,396,1,100
16/12/2016 18:0,340,1,100
16/12/2016 18:15,264,1,100
16/12/2016 18:30,396,1,100
16/12/2016 18:45,428,1,100
16/12/2016 19:0,280,1,100
16/12/2016 19:15,336,1,100
16/12/2016 19:30,292,1,100
16/12/2016 19:45,532,1,100
16/12/2016 20:0,316,1,100
16/12/2016 20:15,340,1,100
16/12/2016 20:30,536,1,100
16/12/2016 20:45,444,1,100
16/12/2016 21:0,472,1,100
16/12/2016 21:15,552,1,100
16/12/2016 21:30,488,1,100
16/12/2016 21:45,388,1,100
16/12/2016 22:0,488,1,100
16/12/2016 22:15,560,1,100
16/12/2016 22:30,416,1,100
16/12/2016 22:45,284,1,100
16/12/2016 23:0,252,1,100
16/12/2016 23:15,248,1,100
16/12/2016 23:30,200,1,100
16/12/2016 23:45,236,1,100
17/12/2016 0:0,232,1,100
17/12/2016 0:15,172,1,100
17/12/2016 0:30,220,1,100
17/12/2016 0:45,160,1,100
17/12/2016 1:0,200,1,100
17/12/2016 1:15,140,1,100
17/12/2016 1:30,140,1,100
17/12/2016 1:45,128,1,100
17/12/2016 2:0,108,1,100
17/12/2016 2:15,120,1,100
17/12/2016 2:30,104,1,100
17/12/2016 2:45,100,1,100
17/12/2016 3:0,96,1,100
17/12/2016 3:15,96,1,100
17/12/2016 3:30,96,1,100
17/12/2016 3:45,80,1,100
17/12/2016 4:0,104,1,100
17/12/2016 4:15,48,1,100
17/12/2016 4:30,96,1,100
17/12/2016 4:45,68,1,100
17/12/2016 5:0,108,1,100
17/12/2016 5:15,104,1,100
17/12/2016 5:30,108,1,100
17/12/2016 5:45,148,1,100
17/12/2016 6:0,80,1,100
17/12/2016 6:15,176,1,100
17/12/2016 6:30,108,1,100
17/12/2016 6:45,104,1,100
17/12/2016 7:0,136,1,100
17/12/2016 7:15,160,1,100
17/12/2016 7:30,120,1,100
17/12/2016 7:45,244,1,100
17/12/2016 8:0,240,1,100
17/12/2016 8:15,276,1,100
17/12/2016 8:30,184,1,100
17/12/2016 8:45,264,1,100
17/12/2016 9:0,332,1,100
17/12/2016 9:15,264,1,100
17/12/2016 9:30,312,1,100
17/12/2016 9:45,276,1,100
17/12/2016 10:0,508,1,100
17/12/2016 10:15,356,1,100
17/12/2016 10:30,368,1,100
17/12/2016 10:45,424,1,100
17/12/2016 11:0,440,1,100
17/12/2016 11:15,424,1,100
17/12/2016 11:30,560,1,100
17/12/2016 11:45,464,1,100
17/12/2016 12:0,464,1,100
17/12/2016 12:15,560,1,100
17/12/2016 12:30,484,1,100
17/12/2016 12:45,412,1,100
17/12/2016 13:0,512,1,100
17/12/2016 13:15,504,1,100
17/12/2016 13:30,472,1,100
17/12/2016 13:45,324,1,100
17/12/2016 14:0,576,1,100
17/12/2016 14:15,556,1,100
17/12/2016 14:30,356,1,100
17/12/2016 14:45,440,1,100
17/12/2016 15:0,364,1,100
17/12/2016 15:15,348,1,100
17/12/2016 15:30,280,1,100
17/12/2016 15:45,384,1,100
17/12/2016 16:0,332,1,100
17/12/2016 16:15,448,1,100
17/12/2016 16:30,428,1,100
17/12/2016 16:45,424,1,100
17/12/2016 17:0,396,1,100
17/12/2016 17:15,460,1,100
17/12/2016 17:30,572,1,100
17/12/2016 17:45,432,1,100
17/12/2016 18:0,432,1,100
17/12/2016 18:15,436,1,100
17/12/2016 18:30,644,1,100
17/12/2016 18:45,412,1,100
17/12/2016 19:0,476,1,100
17/12/2016 19:15,492,1,100
17/12/2016 19:30,428,1,100
17/12/2016 19:45,500,1,100
17/12/2016 20:0,496,1,100
17/12/2016 20:15,472,1,100
17/12/2016 20:30,412,1,100
17/12/2016 20:45,460,1,100
17/12/2016 21:0,592,1,100
17/12/2016 21:15,528,1,100
17/12/2016 21:30,604,1,100
17/12/2016 21:45,516,1,100
17/12/2016 22:0,500,1,100
17/12/2016 22:15,548,1,100
17/12/2016 22:30,432,1,100
17/12/2016 22:45,304,1,100
17/12/2016 23:0,276,1,100
17/12/2016 23:15,240,1,100
17/12/2016 23:30,160,1,100
17/12/2016 23:45,164,1,100
18/12/2016 0:0,216,1,100
18/12/2016 0:15,252,1,100
18/12/2016 0:30,188,1,100
18/12/2016 0:45,112,1,100
18/12/2016 1:0,280,1,100
18/12/2016 1:15,180,1,100
18/12/2016 1:30,116,1,100
18/12/2016 1:45,172,1,100
18/12/2016 2:0,88,1,100
18/12/2016 2:15,48,1,100
18/12/2016 2:30,128,1,100
18/12/2016 2:45,92,1,100
18/12/2016 3:0,104,1,100
18/12/2016 3:15,140,1,100
18/12/2016 3:30,80,1,100
18/12/2016 3:45,144,1,100
18/12/2016 4:0,76,1,100
18/12/2016 4:15,92,1,100
18/12/2016 4:30,112,1,100
18/12/2016 4:45,120,1,100
18/12/2016 5:0,76,1,100
18/12/2016 5:15,112,1,100
18/12/2016 5:30,0,1,100
18/12/2016 5:45,0,1,100
18/12/2016 6:0,0,1,100
18/12/2016 6:15,0,1,100
18/12/2016 6:30,0,1,100
18/12/2016 6:45,0,1,100
18/12/2016 7:0,268,1,100
18/12/2016 7:15,56,1,100
18/12/2016 7:30,144,1,100
18/12/2016 7:45,168,1,100
18/12/2016 8:0,196,1,100
18/12/2016 8:15,136,1,100
18/12/2016 8:30,104,1,100
18/12/2016 8:45,140,1,100
18/12/2016 9:0,108,1,100
18/12/2016 9:15,92,1,100
18/12/2016 9:30,240,1,100
18/12/2016 9:45,208,1,100
18/12/2016 10:0,240,1,100
18/12/2016 10:15,160,1,100
18/12/2016 10:30,280,1,100
18/12/2016 10:45,188,1,100
18/12/2016 11:0,364,1,100
18/12/2016 11:15,324,1,100
18/12/2016 11:30,324,1,100
18/12/2016 11:45,468,1,100
18/12/2016 12:0,380,1,100
18/12/2016 12:15,400,1,100
18/12/2016 12:30,404,1,100
18/12/2016 12:45,440,1,100
18/12/2016 13:0,524,1,100
18/12/2016 13:15,488,1,100
18/12/2016 13:30,380,1,100
18/12/2016 13:45,536,1,100
18/12/2016 14:0,532,1,100
18/12/2016 14:15,488,1,100
18/12/2016 14:30,384,1,100
18/12/2016 14:45,464,1,100
18/12/2016 15:0,428,1,100
18/12/2016 15:15,356,1,100
18/12/2016 15:30,280,1,100
18/12/2016 15:45,328,1,100
18/12/2016 16:0,424,1,100
18/12/2016 16:15,344,1,100
18/12/2016 16:30,356,1,100
18/12/2016 16:45,360,1,100
18/12/2016 17:0,364,1,100
18/12/2016 17:15,356,1,100
18/12/2016 17:30,328,1,100
18/12/2016 17:45,332,1,100
18/12/2016 18:0,404,1,100
18/12/2016 18:15,448,1,100
18/12/2016 18:30,428,1,100
18/12/2016 18:45,456,1,100
18/12/2016 19:0,396,1,100
18/12/2016 19:15,496,1,100
18/12/2016 19:30,456,1,100
18/12/2016 19:45,444,1,100
18/12/2016 20:0,352,1,100
18/12/2016 20:15,408,1,100
18/12/2016 20:30,444,1,100
18/12/2016 20:45,472,1,100
18/12/2016 21:0,408,1,100
18/12/2016 21:15,368,1,100
18/12/2016 21:30,344,1,100
18/12/2016 21:45,276,1,100
18/12/2016 22:0,340,1,100
18/12/2016 22:15,276,1,100
18/12/2016 22:30,280,1,100
18/12/2016 22:45,260,1,100
18/12/2016 23:0,128,1,100
18/12/2016 23:15,172,1,100
18/12/2016 23:30,164,1,100
18/12/2016 23:45,148,1,100
19/12/2016 0:0,100,1,100
19/12/2016 0:15,52,1,100
19/12/2016 0:30,100,1,100
19/12/2016 0:45,48,1,100
19/12/2016 1:0,64,1,100
19/12/2016 1:15,40,1,100
19/12/2016 1:30,20,1,100
19/12/2016 1:45,16,1,100
19/12/2016 2:0,24,1,100
19/12/2016 2:15,28,1,100
19/12/2016 2:30,20,1,100
19/12/2016 2:45,4,1,100
19/12/2016 3:0,32,1,100
19/12/2016 3:15,8,1,100
19/12/2016 3:30,20,1,100
19/12/2016 3:45,20,1,100
19/12/2016 4:0,50,1,100
19/12/2016 4:15,12,1,100
19/12/2016 4:30,16,1,100
